CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2
07/13/2018,7:10,Bronx,10471.0,40.903553,-73.905235,1.0,1.0,0,0,0,0,1,1,Failure to Keep Right,Failure to Keep Right,3941474,Station Wagon/Sport Utility Vehicle,Sedan
06/16/2018,10:37,Brooklyn,11207.0,40.657665,-73.89705,1.0,1.0,0,0,0,0,1,1,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,3931036,Sedan,Motorcycle
06/23/2018,20:48,Brooklyn,11207.0,40.6818,-73.88978,1.0,1.0,0,0,0,0,1,1,Driver Inattention/Distraction,Unspecified,3927434,Sedan,Motorcycle
06/12/2018,20:54,Brooklyn,11236.0,40.630383,-73.895004,1.0,1.0,1,1,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,3919314,Station Wagon/Sport Utility Vehicle,Sedan
06/24/2018,16:29,Brooklyn,11237.0,40.70476,-73.91996,1.0,1.0,1,1,0,0,0,0,Unspecified,,3928142,Station Wagon/Sport Utility Vehicle,
05/26/2018,22:14,Queens,11429.0,40.702538,-73.73626,2.0,1.0,0,0,0,0,2,1,Unsafe Speed,Unspecified,3908480,Motorcycle,Station Wagon/Sport Utility Vehicle
05/24/2018,23:06,Queens,11433.0,40.703293,-73.7961,2.0,1.0,0,0,0,0,2,1,Unsafe Speed,Unspecified,3911120,Sedan,Sedan
05/27/2018,12:23,Staten Island,10306.0,40.57322,-74.106995,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,Unspecified,3912745,Sedan,Station Wagon/Sport Utility Vehicle
06/08/2018,7:10,Brooklyn,11212.0,40.65418,-73.91068,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,Unspecified,3917226,Station Wagon/Sport Utility Vehicle,Motorcycle
05/03/2018,7:10,Manhattan,10023.0,40.778477,-73.98546,1.0,1.0,0,1,0,0,1,0,Driver Inattention/Distraction,,3893656,Station Wagon/Sport Utility Vehicle,
04/21/2018,3:05,Staten Island,10310.0,40.62894,-74.116196,2.0,1.0,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,3890689,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
03/05/2018,12:40,Brooklyn,11215.0,40.66917,-73.98631,4.0,2.0,3,2,0,0,1,0,Illnes,Unspecified,3856972,Sedan,Station Wagon/Sport Utility Vehicle
03/02/2018,10:48,Brooklyn,11210.0,40.636387,-73.94611,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3855433,Sedan,Sedan
03/19/2018,5:05,Bronx,10457.0,40.851845,-73.893036,1.0,1.0,1,1,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,3869405,Station Wagon/Sport Utility Vehicle,Sedan
02/14/2018,14:16,Queens,11377.0,40.745888,-73.907265,1.0,1.0,0,1,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,3846034,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
02/03/2018,2:53,Bronx,10467.0,40.87151,-73.87057,3.0,1.0,0,0,0,0,3,1,Alcohol Involvement,Unspecified,3839520,Station Wagon/Sport Utility Vehicle,Sedan
01/15/2018,16:49,Queens,11367.0,40.72971,-73.82451,2.0,1.0,0,0,0,0,2,1,Failure to Yield Right-of-Way,Unspecified,3829376,Sedan,Station Wagon/Sport Utility Vehicle
01/25/2018,9:53,Bronx,10466.0,40.885086,-73.85194,1.0,1.0,0,0,0,0,1,1,Illnes,Unspecified,3835579,Sedan,Station Wagon/Sport Utility Vehicle
12/17/2017,14:30,Brooklyn,11228.0,40.61956,-74.01537,2.0,1.0,0,0,0,0,2,1,Failure to Yield Right-of-Way,Other Vehicular,3811745,Sedan,Sedan
11/26/2017,1:45,Brooklyn,11217.0,40.68714,-73.98124,1.0,1.0,0,1,0,0,1,0,Passenger Distraction,Unspecified,3798385,Station Wagon/Sport Utility Vehicle,Sedan
12/03/2017,4:40,Queens,11419.0,40.689022,-73.81697,4.0,1.0,4,1,0,0,0,0,Unsafe Speed,,3801914,Sedan,
11/25/2017,17:42,Brooklyn,11215.0,40.660225,-73.99459,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,Driver Inattention/Distraction,3798533,Motorbike,Sedan
11/02/2017,17:37,Queens,11005.0,40.75628,-73.7211,2.0,1.0,0,0,0,0,2,1,Driver Inattention/Distraction,Unspecified,3782819,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
10/31/2017,15:08,Manhattan,10014.0,40.729046,-74.01073,12.0,8.0,7,6,1,2,4,0,Other Vehicular,Unspecified,3782508,Flat Bed,Bus
09/22/2017,23:34,Manhattan,10040.0,40.853115,-73.927246,1.0,1.0,0,0,0,0,1,1,Alcohol Involvement,Driver Inattention/Distraction,3756403,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
10/06/2017,6:57,Staten Island,10309.0,40.545456,-74.23052,3.0,1.0,0,0,0,0,3,1,Driver Inattention/Distraction,Unspecified,3764510,Station Wagon/Sport Utility Vehicle,Bus
09/10/2017,9:06,Brooklyn,11218.0,40.641953,-73.9885,3.0,1.0,0,0,3,1,0,0,Alcohol Involvement,Unspecified,3747815,Bike,Station Wagon/Sport Utility Vehicle
09/03/2017,3:45,Brooklyn,11213.0,40.669098,-73.93666,1.0,1.0,0,1,0,0,1,0,Alcohol Involvement,,3744710,Sedan,
09/18/2017,6:17,Queens,11354.0,40.762978,-73.83198,15.0,4.0,3,2,0,0,12,2,Unsafe Speed,Unspecified,3752786,Bus,Bus
07/29/2017,15:21,Manhattan,10002.0,40.715553,-73.98976,1.0,1.0,0,1,1,0,0,0,Unspecified,,3720702,Bike,
07/19/2017,2:07,Manhattan,10016.0,40.745724,-73.97813,3.0,1.0,0,0,0,0,3,1,Alcohol Involvement,Unspecified,3714277,Sedan,Sedan
06/17/2017,0:55,Queens,11423.0,40.71184,-73.75409,1.0,2.0,0,0,0,0,1,2,Unsafe Speed,,3692535,Sedan,
06/24/2017,5:55,Queens,11101.0,40.746033,-73.93441,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3697906,Tractor Truck Diesel,Sedan
05/18/2017,11:54,Manhattan,10036.0,40.756035,-73.98695,27.0,1.0,27,1,0,0,0,0,Drugs (illegal),,3673559,Sedan,
04/29/2017,10:02,Bronx,10454.0,40.806164,-73.909134,3.0,1.0,0,0,0,0,3,1,Unspecified,Unspecified,3659456,Garbage or Refuse,Sedan
04/13/2017,3:02,Bronx,10465.0,40.87831,-73.870155,1.0,1.0,0,0,0,0,1,1,Driver Inattention/Distraction,,3650467,Sedan,
04/08/2017,20:35,Brooklyn,11212.0,40.67066,-73.904205,7.0,1.0,0,0,0,0,7,1,Unsafe Speed,Unspecified,3648680,Sedan,Sedan
04/09/2017,14:00,Staten Island,10301.0,40.611286,-74.108734,5.0,1.0,0,0,0,0,5,1,Driver Inattention/Distraction,Unspecified,3649309,Sedan,Sedan
03/01/2017,16:45,Queens,11106.0,40.758125,-73.928505,2.0,1.0,0,0,0,0,2,1,Unsafe Lane Changing,Unspecified,3624204,Sedan,Sedan
03/16/2017,19:08,Bronx,10472.0,40.82842,-73.86068,2.0,1.0,2,1,0,0,0,0,Drugs (illegal),Unspecified,3633364,AMBULANCE,Station Wagon/Sport Utility Vehicle
01/01/2017,3:17,Brooklyn,11204.0,40.608494,-73.97593,2.0,1.0,0,0,0,0,2,1,Failure to Yield Right-of-Way,Unsafe Speed,3590036,Sedan,Station Wagon/Sport Utility Vehicle
01/01/2017,5:08,Brooklyn,11208.0,40.677498,-73.87149,2.0,1.0,0,1,0,0,2,0,Unsafe Speed,,3590038,Sedan,
01/09/2017,17:20,Brooklyn,11236.0,40.651157,-73.918144,3.0,1.0,0,1,0,0,3,0,Unsafe Speed,Unspecified,3595430,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
12/04/2016,2:13,Brooklyn,11218.0,40.641396,-73.98908,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3572530,Motorcycle,Station Wagon/Sport Utility Vehicle
11/08/2016,22:16,Manhattan,10029.0,40.799984,-73.944855,1.0,1.0,0,1,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,3558813,Motorcycle,Sedan
11/08/2016,16:00,Bronx,10454.0,40.809105,-73.9229,1.0,1.0,0,1,0,0,1,0,Unsafe Speed,,3557906,Sedan,
10/21/2016,17:30,Manhattan,10004.0,40.702663,-74.012886,1.0,1.0,0,1,0,0,1,0,Failure to Yield Right-of-Way,,3546475,Bus,
09/11/2016,4:23,Queens,11420.0,40.679005,-73.819595,7.0,1.0,0,0,0,0,7,1,Traffic Control Disregarded,Unspecified,3517077,Sedan,Sedan
08/31/2016,14:08,Queens,11106.0,40.761597,-73.9246,1.0,1.0,1,1,0,0,0,0,Driver Inattention/Distraction,,3511634,Station Wagon/Sport Utility Vehicle,
08/14/2016,7:19,Queens,11429.0,40.703434,-73.74051,1.0,1.0,0,1,0,0,1,0,Unspecified,,3500509,Station Wagon/Sport Utility Vehicle,
07/17/2016,17:06,Queens,11420.0,40.679523,-73.81077,4.0,1.0,0,0,0,0,4,1,Traffic Control Disregarded,Unspecified,3484920,Station Wagon/Sport Utility Vehicle,Taxi
07/07/2016,13:00,Queens,11411.0,40.69377,-73.73578,1.0,1.0,1,0,0,0,0,1,Unsafe Speed,Unspecified,3476445,Station Wagon/Sport Utility Vehicle,4 dr sedan
06/10/2016,21:59,Brooklyn,11207.0,40.66447,-73.89593,1.0,1.0,0,0,0,0,1,1,Drugs (illegal),Unspecified,4022964,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
06/19/2016,4:56,Bronx,10469.0,40.881744,-73.85706,6.0,1.0,0,0,0,0,6,1,Unsafe Speed,Passenger Distraction,3464286,4 dr sedan,Station Wagon/Sport Utility Vehicle
06/06/2016,16:30,Manhattan,10018.0,40.754707,-73.99164,1.0,1.0,0,1,0,0,1,0,Failure to Yield Right-of-Way,,3458279,Station Wagon/Sport Utility Vehicle,
05/24/2016,4:56,Brooklyn,11235.0,40.58036,-73.96761,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,,3449637,4 dr sedan,
05/14/2016,13:39,Staten Island,10307.0,40.506187,-74.2349,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,Driver Inattention/Distraction,3443656,Motorcycle,Station Wagon/Sport Utility Vehicle
05/29/2016,14:16,Queens,11372.0,40.754612,-73.87667,1.0,1.0,0,0,0,0,1,1,Unsafe Speed,Unspecified,3452524,4 dr sedan,Station Wagon/Sport Utility Vehicle
05/01/2016,12:46,Brooklyn,11236.0,40.63851,-73.8999,2.0,1.0,0,0,0,0,0,0,Driver Inattention/Distraction,Aggressive Driving/Road Rage,3434861,,
05/09/2016,21:53,Brooklyn,11229.0,40.610096,-73.96138,2.0,1.0,0,0,0,0,0,0,Drugs (illegal),Driver Inattention/Distraction,3440035,,
04/04/2016,9:00,Brooklyn,11232.0,40.661827,-73.9966,1.0,1.0,0,1,0,0,1,0,Passing Too Closely,Unspecified,3418063,PK,Station Wagon/Sport Utility Vehicle
02/05/2016,18:34,Brooklyn,11213.0,40.6775631,-73.9330796,2.0,1.0,1,1,0,0,1,0,Traffic Control Disregarded,Unspecified,3384726,BUS,PASSENGER VEHICLE
02/10/2016,12:16,Queens,11385.0,40.6966689,-73.8868099,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,,3386957,PASSENGER VEHICLE,
01/16/2016,11:43,Staten Island,10312.0,40.5266411,-74.1681321,1.0,1.0,0,0,0,0,1,1,Unspecified,Unspecified,3372149,MOTORCYCLE,SPORT UTILITY / STATION WAGON
01/04/2016,5:20,Bronx,10466.0,40.8838608,-73.8558854,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3364673,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
01/14/2016,17:46,Manhattan,10025.0,40.7940523,-73.9703673,1.0,1.0,0,1,0,0,1,0,Unspecified,,3370539,MOTORCYCLE,
01/10/2016,4:18,Brooklyn,11233.0,40.6763431,-73.910927,1.0,1.0,0,1,0,0,1,0,Passenger Distraction,Unspecified,3368184,SPORT UTILITY / STATION WAGON,UNKNOWN
12/23/2015,5:58,Brooklyn,11211.0,40.7172094,-73.9347028,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3358963,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES)
11/26/2015,19:13,Brooklyn,11207.0,40.6569792,-73.8894182,10.0,1.0,0,1,0,0,10,0,Traffic Control Disregarded,Unspecified,3342474,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
12/14/2015,17:55,Brooklyn,11235.0,40.5881722,-73.9524529,1.0,1.0,0,1,0,0,1,0,Failure to Yield Right-of-Way,,3352670,BUS,
12/01/2015,18:14,Brooklyn,11235.0,40.5839003,-73.9387393,1.0,1.0,0,0,0,0,1,1,Failure to Yield Right-of-Way,Traffic Control Disregarded,3344557,PASSENGER VEHICLE,PASSENGER VEHICLE
12/06/2015,22:31,Queens,11377.0,40.7354867,-73.9174657,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3348620,PASSENGER VEHICLE,TAXI
12/06/2015,17:25,Brooklyn,11217.0,40.6863108,-73.9744391,2.0,1.0,2,1,0,0,0,0,Unsafe Speed,,3348512,SPORT UTILITY / STATION WAGON,
12/01/2015,23:41,Bronx,10475.0,40.8853043,-73.8295323,2.0,1.0,0,1,0,0,2,0,Passenger Distraction,,3345259,PASSENGER VEHICLE,
11/09/2015,11:15,Staten Island,10305.0,40.5958903,-74.0858762,3.0,1.0,0,0,0,0,3,1,Physical Disability,Unspecified,3331427,PASSENGER VEHICLE,PASSENGER VEHICLE
10/14/2015,3:20,Bronx,10474.0,40.822533,-73.8850856,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,,3314885,PASSENGER VEHICLE,
10/13/2015,13:15,Bronx,10475.0,40.8799484,-73.8233768,1.0,1.0,0,0,0,0,1,1,Unspecified,,3314919,PASSENGER VEHICLE,
10/06/2015,17:33,Queens,11419.0,40.6913591,-73.8375359,4.0,1.0,2,1,0,0,2,0,Physical Disability,Unspecified,3310129,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
09/12/2015,1:51,Bronx,10462.0,40.8349018,-73.8399571,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,,3295640,MOTORCYCLE,
09/14/2015,17:18,Staten Island,10308.0,40.5512542,-74.1345595,1.0,1.0,0,0,1,1,0,0,Tow Hitch Defective,Unspecified,3297268,PICK-UP TRUCK,BICYCLE
08/10/2015,16:24,Manhattan,10017.0,40.7542505,-73.9689773,3.0,1.0,2,1,0,0,1,0,Traffic Control Disregarded,,3274584,PASSENGER VEHICLE,
08/05/2015,18:58,Bronx,10452.0,40.8401761,-73.9252686,1.0,1.0,0,0,1,1,0,0,Other Vehicular,Physical Disability,3272321,SPORT UTILITY / STATION WAGON,BICYCLE
07/19/2015,18:11,Queens,11411.0,40.6889363,-73.7322397,3.0,1.0,0,0,0,0,3,1,Physical Disability,Unspecified,3261921,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/08/2015,0:17,Queens,11434.0,40.6670514,-73.7741023,2.0,1.0,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,3274305,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
07/13/2015,7:05,Brooklyn,11217.0,40.6831278,-73.9791852,6.0,1.0,0,0,0,1,6,0,Following Too Closely,Unspecified,3257329,PASSENGER VEHICLE,PASSENGER VEHICLE
07/01/2015,18:06,Queens,11364.0,40.7445094,-73.7660986,3.0,3.0,0,0,0,0,3,3,Traffic Control Disregarded,Unspecified,3251308,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
06/29/2015,4:25,Manhattan,10032.0,40.8334884,-73.9415775,1.0,1.0,0,0,0,0,1,1,Physical Disability,Unspecified,3248839,PASSENGER VEHICLE,PASSENGER VEHICLE
07/01/2015,10:26,Brooklyn,11207.0,40.6541418,-73.8873109,6.0,1.0,1,1,0,0,5,0,Driver Inattention/Distraction,Unspecified,3250441,PASSENGER VEHICLE,PASSENGER VEHICLE
06/28/2015,4:35,Bronx,10463.0,40.8772207,-73.9090451,10.0,1.0,0,0,0,0,10,1,Traffic Control Disregarded,Driver Inattention/Distraction,3248243,PASSENGER VEHICLE,PASSENGER VEHICLE
05/25/2015,1:15,Brooklyn,11239.0,40.6528929,-73.8667311,2.0,1.0,0,0,0,0,2,1,Traffic Control Disregarded,,3227141,PASSENGER VEHICLE,
05/26/2015,7:17,Queens,11420.0,40.6663322,-73.8105512,7.0,1.0,0,0,0,0,7,1,Unspecified,Unspecified,3227905,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
06/02/2015,3:53,Brooklyn,11216.0,40.6717897,-73.9531035,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,3232428,PASSENGER VEHICLE,PASSENGER VEHICLE
06/03/2015,21:30,Brooklyn,11236.0,40.6420041,-73.8988296,2.0,1.0,0,0,0,0,2,1,Traffic Control Disregarded,Driver Inattention/Distraction,3233691,MOTORCYCLE,PASSENGER VEHICLE
05/25/2015,1:15,Brooklyn,11239.0,40.6528929,-73.8667311,2.0,1.0,0,0,0,0,2,1,Traffic Control Disregarded,,3227142,PASSENGER VEHICLE,
06/04/2015,17:32,Bronx,10461.0,40.853251,-73.8272179,2.0,1.0,0,0,0,0,2,1,Backing Unsafely,,3234227,SPORT UTILITY / STATION WAGON,
05/12/2015,12:22,Bronx,10453.0,40.8476821,-73.9123638,1.0,1.0,0,0,0,0,1,1,Driver Inexperience,Prescription Medication,3219055,MOTORCYCLE,SPORT UTILITY / STATION WAGON
05/17/2015,23:40,Bronx,10456.0,40.8378635,-73.9113938,2.0,1.0,0,1,0,0,2,0,Passenger Distraction,,3222927,SCOOTER,
05/10/2015,22:50,Staten Island,10308.0,40.5464206,-74.1414043,1.0,1.0,0,0,0,0,1,1,Physical Disability,Unspecified,3218830,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
05/04/2015,19:07,Brooklyn,11236.0,40.6420041,-73.8988296,1.0,1.0,0,0,0,0,1,1,Unspecified,Unspecified,3214283,PASSENGER VEHICLE,MOTORCYCLE
04/26/2015,5:48,Brooklyn,11206.0,40.699405,-73.953369,2.0,1.0,0,0,0,0,2,1,Physical Disability,Unspecified,3209477,TAXI,SMALL COM VEH(4 TIRES) 
04/02/2015,12:45,Manhattan,10027.0,40.8131597,-73.9503486,2.0,1.0,0,0,0,0,2,1,Following Too Closely,Driver Inattention/Distraction,3196270,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
04/18/2015,1:55,Bronx,10469.0,40.8814391,-73.8487484,3.0,1.0,0,0,0,0,3,1,Physical Disability,Unspecified,3204578,PASSENGER VEHICLE,PASSENGER VEHICLE
03/02/2015,16:45,Staten Island,10304.0,40.5903776,-74.1068782,1.0,1.0,0,0,0,0,1,1,Driver Inattention/Distraction,,3178808,PASSENGER VEHICLE,
03/20/2015,18:34,Bronx,10456,40.8387216,-73.9137706,1.0,2.0,1,2,0,0,0,0,Following Too Closely,Unspecified,3189701,TAXI,SPORT UTILITY / STATION WAGON
03/09/2015,0:06,Brooklyn,11216,40.6716376,-73.950335,4.0,1.0,0,1,0,0,4,0,Traffic Control Disregarded,Unspecified,3183233,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
02/11/2015,18:44,Manhattan,10001,40.7544905,-74.0067388,1.0,1.0,0,0,0,0,1,1,Unspecified,Unspecified,3167432,PASSENGER VEHICLE,PASSENGER VEHICLE
01/05/2015,22:35,Brooklyn,11218,40.6413948,-73.9890784,1.0,1.0,1,1,0,0,0,0,Driver Inattention/Distraction,,3148157,SPORT UTILITY / STATION WAGON,
12/22/2014,23:12,Staten Island,10312,40.5239976,-74.1860995,3.0,1.0,0,0,0,0,3,1,Traffic Control Disregarded,Unspecified,3142248,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
01/04/2015,17:04,Bronx,10466,40.8847353,-73.8404411,1.0,1.0,1,1,0,0,0,0,Unspecified,Unspecified,3147083,PASSENGER VEHICLE,UNKNOWN
01/03/2015,19:15,Manhattan,10065,40.7641063,-73.966814,1.0,1.0,1,1,0,0,0,0,Unspecified,,3147008,SPORT UTILITY / STATION WAGON,
01/14/2015,23:22,Queens,11694,40.5817949,-73.8492866,3.0,1.0,0,0,0,0,3,1,Traffic Control Disregarded,Unspecified,3153446,PASSENGER VEHICLE,PASSENGER VEHICLE
01/05/2015,9:28,Brooklyn,11218,40.6361331,-73.9727361,1.0,1.0,0,0,0,0,1,1,Driver Inattention/Distraction,Unspecified,3147585,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
12/13/2014,18:45,Queens,11416,40.6881494,-73.8488335,8.0,1.0,0,0,0,0,8,1,Unspecified,Unspecified,3136738,PASSENGER VEHICLE,PASSENGER VEHICLE
12/02/2014,20:57,Brooklyn,11204,40.6220219,-73.9872553,1.0,1.0,1,1,0,0,0,0,Driver Inattention/Distraction,,3129967,SPORT UTILITY / STATION WAGON,
11/06/2014,8:02,Brooklyn,11236,40.636228,-73.8859432,3.0,1.0,0,0,0,0,3,1,Alcohol Involvement,Unspecified,2819540,PASSENGER VEHICLE,PASSENGER VEHICLE
11/08/2014,17:15,Queens,11004,40.7367512,-73.7110283,1.0,1.0,1,1,0,0,0,0,Unspecified,,2821256,VAN,
10/24/2014,14:46,Bronx,10468,40.869274,-73.9013438,9.0,1.0,9,1,0,0,0,0,Backing Unsafely,Backing Unsafely,2813084,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
09/18/2014,22:43,Queens,11413,40.6670937,-73.7637567,1.0,2.0,0,0,0,0,1,2,Traffic Control Disregarded,,1026895,PASSENGER VEHICLE,
09/16/2014,19:15,Bronx,10461,40.854677,-73.8436509,1.0,1.0,0,0,0,0,1,1,Unspecified,Unspecified,1024896,MOTORCYCLE,OTHER
09/23/2014,7:09,Bronx,10470,40.8952213,-73.8800407,1.0,1.0,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,1029736,PASSENGER VEHICLE,PASSENGER VEHICLE
08/17/2014,4:14,Brooklyn,11213,40.6691002,-73.9366568,2.0,1.0,0,0,0,0,2,1,Alcohol Involvement,Alcohol Involvement,1009830,PASSENGER VEHICLE,PASSENGER VEHICLE
08/29/2014,14:03,Manhattan,10075,40.7763189,-73.962125,1.0,1.0,0,1,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,1015409,TAXI,PASSENGER VEHICLE
08/28/2014,6:48,Manhattan,10002,40.7100939,-73.9897886,2.0,1.0,2,1,0,0,0,0,Passenger Distraction,,1014834,PASSENGER VEHICLE,
07/02/2014,16:42,Brooklyn,11234,40.6244417,-73.9303914,2.0,1.0,2,1,0,0,0,0,Traffic Control Disregarded,Unspecified,360935,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
